reviewId,review,score,gender,location,date
0,too many ads for my side seeing add in every 10-15min ..so disappointed 😔,1,male,"Dakar, Senegal",2022-12-26
2,ghatiya app,1,male,"Warsaw, Poland",2020-10-30
3,I gave this one too much.,1,male,"Shanghai, China",2022-05-23
4,"worst!!!!! I can't even play songs of my choice without a premium what kind of app is this, how in the world people are paying for it.",1,male,"Valencia, Spain",2021-08-02
5,Why are there songs that I can't play when I'm watching ads. And there are sooo many ads,1,male,"Seville, Spain",2021-04-22
6,"Amazing overall experience. I love the recommendations, I'm finding new favorite songs all the time!",1,male,"Vienna, Austria",2021-10-16
7,nah this app is making me angry just ads every time and some stupid problems,1,male,"Bangalore, India",2022-08-13
8,stop changing the UI....... if it's not an improvement why apply the change?,1,male,"Johannesburg, South Africa",2022-11-17
10,so many adds,1,male,"Casablanca, Morocco",2022-12-30
12,everytime I am trying choose any song it is showing 'explore premium' why this is happening?? this is happening again and again,1,male,"Stockholm, Sweden",2021-11-19
14,to many adds imma sue,1,male,"Berlin, Germany",2020-12-20
16,many many ads ...very bad experience,1,male,"Kampala, Uganda",2022-12-26
18,it's a worst app to listen song. don't recommended this app,1,male,"Berlin, Germany",2021-07-21
19,add centre...,1,male,"Vienna, Austria",2021-11-07
22,while listening song an ad will come and say enjoy the next 30 minutes of uninterrupted listening and after 1 song another ad will appear😡,1,male,"Jakarta, Indonesia",2022-06-13
26,"For me this app is going to far, not only that it has ads but I can't even play the songs, and when I play on the song it said I need to pay for premium, like why do we need to pay for everything when we just wanna listen to music? in my opinion Spotify is the not the worst but also not the best",1,male,"Lyon, France",2021-04-08
27,the app is good before last update after its so bad,1,male,"Warsaw, Poland",2021-01-11
28,Can't play song too much,1,male,"Lyon, France",2021-09-15
30,nahi dena to mat do salo premium ke liye likhe kya hote ho,1,male,"Geneva, Switzerland",2021-05-03
35,worst app only ads this is worst app for music,1,male,"Dubai, United Arab Emirates",2022-06-17
38,"worst please, yt music is much better than this",1,male,"Lisbon, Portugal",2020-12-03
42,plans are expensive,1,male,"Karachi, Pakistan",2022-04-12
44,i hacked my app idk it was unusable normally,1,male,"Oslo, Norway",2021-05-12
47,Very Worst . May Ads And Can't Change Nest Song . 🤦🏻 I Hate Lot This App Very Very Wost . 😡 All Are Use YouTube,1,male,"Bangalore, India",2022-05-07
48,HORRIBLEEEE. You can't even play music without paying. don't get this app.,1,male,"Kuala Lumpur, Malaysia",2022-04-26
49,👍👍👍👍,1,male,"Dublin, Ireland",2021-07-02
50,"so I cnt choose the song I want to listen now, unless I pay premium",1,male,"Birmingham, United Kingdom",2020-12-05
52,fed up of adds ......they say 30 min uninterrupted music but after each song they give adds,1,male,"Kathmandu, Nepal",2021-12-03
53,this app is turned a worst app now. we can't forword or select a song by our own decision .,1,male,"Mumbai, India",2022-03-15
55,This app sucks so don't bother downloading it. I can't play any songs without a premium because I reached the daily limit to what songs I can choose to listen to. They are clearly saying come back tomorrow so ya I ain't coming back to y'all,1,male,"Valencia, Spain",2021-02-07
57,worst aap ever,1,male,"Frankfurt, Germany",2021-08-02
60,why on earth would the average user want a create button where the library button was. what.,1,male,"Lisbon, Portugal",2021-05-11
61,many ads I am unpleasant,1,male,"Rabat, Morocco",2022-12-20
63,"worst music app, there will be ad after every song which takes atleast 1 min and there is no skip button for ads",1,male,"Tripoli, Libya",2022-12-20
