reviewId,review,score,gender,location,date
1,it doesn't let me go in my account,1,male,"Quito, Ecuador",2024-07-20
9,more than a song you can hear ads. so think,1,male,"Philadelphia, United States",2023-08-13
11,i cant chose a song now from my playlist what a stupid.,1,male,"Guayaquil, Ecuador",2024-05-15
13,just don't download it is not spotify anymore it is addify,1,male,"Auckland, New Zealand",2025-05-14
15,why can't I remove songs from my queue any more?! I need this feature back.,1,male,"Denver, United States",2024-04-17
17,Filled with gliches,1,male,"Houston, United States",2023-09-19
20,poor experience too much ads,1,male,"Rio de Janeiro, Brazil",2024-12-19
21,Why would I pay money for an app that censors art and music? Plus at over $120 a year I can easily buy all the msuic I listen to cheaper.,1,female,"Brisbane, Australia",2025-11-01
23,Hate this app and it's greedy owners,1,male,"Guayaquil, Ecuador",2024-05-29
24,match the audio quality or make it better than apple music please,1,male,"Nadi, Fiji",2025-05-11
25,"I hate the new UI with the create button at the bottom. It is absolutely useless and inconvenient to me. It should be able to be hidden. Also, anything I play from the search tab is stuck on a loop, with the loop button constantly resetting itself.",1,male,"Suva, Fiji",2025-06-14
29,Free frie king TAJ OPTIONAis,1,male,"Auckland, New Zealand",2025-05-14
31,I have tried too many times but I'm not unable to sign up Spotify app . please make it work. disappointing many times. please do check up once.,1,male,"Tripoli, Libya",2023-01-02
32,fully loaded with ads,1,female,"Port Moresby, Papua New Guinea",2025-10-12
33,i hate it when you need to pay to get to listen to more music,1,male,"Phoenix, United States",2023-08-02
34,"I have had Spotify Premium for several years, without any issues. I recently switched to Duo and the service has never worked correctly, when trying to listen on Amazon Echo devices. I was FINALLY able to find the ""contact us"" option and after 30 (pre scripted) emails, the issue still exists. I asked for a refund for the 2 months of having Duo & was told ""as a courtesy"", they could refund 1 MONTH!!! Are you kidding me! Much better streaming options available.....I do NOT recommend Spotify.",1,male,"Lima, Peru",2024-05-28
36,👎👎,1,male,"Salvador, Brazil",2024-05-18
37,ismein Kai bar hatane ke bekar aise,1,male,"Salvador, Brazil",2025-02-21
39,I like this app. But I regret this app for premiums and ads.,1,male,"Brasília, Brazil",2024-09-15
40,I don't have any problem while using sp for free but it always show me ads and tell 30 minute of uninterrupted listening but then after one song I always get that irritated me more,1,female,"Christchurch, New Zealand",2025-12-09
41,"just 3 songs per day, wow... i thought of not giving that one star also...",1,male,"Brasília, Brazil",2024-09-11
43,bad,1,male,"Montevideo, Uruguay",2024-11-28
45,it became worst now,1,male,"Windhoek, Namibia",2023-02-22
46,because Hindi Ako nakakapag download,1,female,"Gold Coast, Australia",2025-07-11
51,too many advertisement 😞,1,male,"Toronto, Canada",2024-05-03
54,"Getting worst Day by day Too many ads, can't play a specific part of the song, can't play previous songs(the option has been disabled for non premium users), can't shuffle play the playlist, can't listen songs on loop, can't see lyrics for most songs(everything has been shifted to premium). Does anyone has a better alternative for this.",1,male,"Rabat, Morocco",2023-05-15
56,I can't see lyrics as I did without premium...,1,male,"Boston, United States",2023-10-18
58,Can't login again,1,male,"New York, United States",2023-11-16
59,if you don't have subscription of this app then this app is like hell.,1,male,"Fortaleza, Brazil",2024-06-12
62,"Edit: the new ""Create"" shortcut is 100% useless in functionality, and worse than that, messing with muscle memory for where I press to listen to what I want. Previous complaint worthy of a 1 star review: Adding podcasts to My Episodes adds them to the beginning instead of the end, and then editing the order is impossible, rendering the Playlist useless as a ""to do"" Playlist. Instead I have to manage my own Playlist and go through extra steps to add new podcast episodes to the list.",1,male,"Bogotá, Colombia",2024-06-01
65,Don't allow to play song repeatly,1,male,"Tijuana, Mexico",2023-08-07
